NetbiosName,Name,Manufacturer,Family,CPUKey
WFS0644A,Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz,GenuineIntel,2,000106A4
WFS0644A,Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz,GenuineIntel,2,000106A4
WFS0644A,Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz,GenuineIntel,2,000106A4
WFS0644A,Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz,GenuineIntel,2,000106A4
WFS0643A,Intel(R) Xeon(R) CPU E7-4850 v2 @ 2.30GHz,GenuineIntel,2,000106A4
WFS0643A,Intel(R) Xeon(R) CPU E7-4850 v2 @ 2.30GHz,GenuineIntel,2,000106A4
WFS0643A,Intel(R) Xeon(R) CPU E7-4850 v2 @ 2.30GHz,GenuineIntel,2,000106A4
WFS0643A,Intel(R) Xeon(R) CPU E7-4850 v2 @ 2.30GHz,GenuineIntel,2,000106A4
WFS0706A,Intel(R) Xeon(R) CPU E7-4850 v2 @ 2.30GHz,GenuineIntel,2,000106A4
WFS0706A,Intel(R) Xeon(R) CPU E7-4850 v2 @ 2.30GHz,GenuineIntel,2,000106A4
WFS0670A,Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,GenuineIntel,2,000306E4
WFS0670A,Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,GenuineIntel,2,000306E4
WFS0670A,Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,GenuineIntel,2,000306E4
WFS0670A,Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,GenuineIntel,2,000306E4
WFS0671A,Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,GenuineIntel,2,000306E4
WFS0671A,Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,GenuineIntel,2,000306E4
WFS0671A,Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,GenuineIntel,2,000306E4
WFS0671A,Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,GenuineIntel,2,000306E4
WFS0673A,Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,GenuineIntel,2,000306E4
WFS0673A,Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,GenuineIntel,2,000306E4
WFS0673A,Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,GenuineIntel,2,000306E4
WFS0673A,Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,GenuineIntel,2,000306E4
WFS0668A,Intel(R) Xeon(R) CPU E5-2407 v2 @ 2.40GHz,GenuineIntel,179,000306E4
WFS0667A,Intel(R) Xeon(R) CPU E5-2407 v2 @ 2.40GHz,GenuineIntel,179,000306E4
WFS0666A,Intel(R) Xeon(R) CPU E5-2407 v2 @ 2.40GHz,GenuineIntel,179,000306E4
WFS0674A,Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz,GenuineIntel,2,00050654
WFS0676A,Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,GenuineIntel,2,000306F2
WFS0676A,Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,GenuineIntel,2,000306F2
WFS0676A,Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,GenuineIntel,2,000306F2
WFS0676A,Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,GenuineIntel,2,000306F2
WFS0677A,Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz,GenuineIntel,2,00050654
WFS0680A,Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz,GenuineIntel,2,00050654
WFS0681A,Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz,GenuineIntel,2,00050654
WFS0686A,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,GenuineIntel,2,00050654
WFS0687A,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,GenuineIntel,2,00050654
WFS0672A,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,GenuineIntel,2,000306E4
WFS0672A,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,GenuineIntel,2,000306E4
WFS0672A,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,GenuineIntel,2,000306E4
WFS0672A,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,GenuineIntel,2,000306E4
B5472726,Intel(R) Xeon(R) CPU E3-1276 v3 @ 3.60GHz,GenuineIntel,179,000306C3
B5493169-OLD,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
WFS0675A,Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz,GenuineIntel,2,00050654
WFS0678A,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,GenuineIntel,2,000306E4
WFS0678A,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,GenuineIntel,2,000306E4
WFS0678A,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,GenuineIntel,2,000306E4
WFS0678A,Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz,GenuineIntel,2,000306E4
B5383108,Intel(R) Core(TM) i3-3220 CPU @ 3.30GHz,GenuineIntel,206,000306A9
B8601209,Intel(R) Core(TM) i3-4100M CPU @ 2.50GHz,GenuineIntel,206,000306C3
B8601253,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,GenuineIntel,205,000306A9
B8601287-OLD,Intel(R) Core(TM) i3-4100M CPU @ 2.50GHz,GenuineIntel,206,000306C3
B8601193,Intel(R) Core(TM) i3-4100M CPU @ 2.50GHz,GenuineIntel,206,000306C3
B5767002,Intel(R) Core(TM) i5-4200U CPU @ 1.60GHz,GenuineIntel,205,00040651
B7701005,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B5553214-OLD,Intel(R) Core(TM) i3-4130 CPU @ 3.40GHz,GenuineIntel,206,000306C3
B5553234-OLD,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B5553241,Intel(R) Core(TM) i5-6400T CPU @ 2.20GHz,GenuineIntel,205,000506E3
B5552070-OLD,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B7601012,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B7701012-OLD,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B7701209,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,GenuineIntel,205,000406E3
B7601384-OLD,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B7701029-OLD,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B7701151,Intel(R) Core(TM) i3-3220 CPU @ 3.30GHz,GenuineIntel,206,000306A9
WFS0679A,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,GenuineIntel,2,00050654
WFS0679A,Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,GenuineIntel,2,00050654
B6642130,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,GenuineIntel,206,000206A7
B5854690,Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz,GenuineIntel,1,000206C2
B8201926-OLD,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B8201970-OLD,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B8201971,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B8301238,Intel(R) Core(TM) i3-4100M CPU @ 2.50GHz,GenuineIntel,206,000306C3
B8301253-OLD,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B8201989,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B5595224-OLD,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B6641337,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B6642340,Intel(R) Core(TM) i5-4200U CPU @ 1.60GHz,GenuineIntel,205,00040651
B8101432,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B8101616-OLD,Intel(R) Core(TM) i3-4130 CPU @ 3.40GHz,GenuineIntel,206,000306C3
B8101380,Intel(R) Core(TM) i3-4130 CPU @ 3.40GHz,GenuineIntel,206,000306C3
B8101618,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B8101623-OLD,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B5595047-OLD,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B6690431,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B5595043-OLD,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B5587012,Intel(R) Core(TM) i3-4100M CPU @ 2.50GHz,GenuineIntel,206,000306C3
B6665415-OLD,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B6641384,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B6661342,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B6641386,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B6641383,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B8201385,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B6661385,Intel(R) Core(TM) i3-4100M CPU @ 2.50GHz,GenuineIntel,206,000306C3
B6642363-OLD,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B6663055,Intel(R) Core(TM) i3-4100M CPU @ 2.50GHz,GenuineIntel,206,000306C3
B6641303,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B8201115,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B8201768,Intel(R) Core(TM) i3-4130 CPU @ 3.40GHz,GenuineIntel,206,000306C3
B8201374-OLD,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B8201344,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B6601329,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B8201170-OLD,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B8201395-OLD,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B8201339-OLD,Intel(R) Core(TM) i3-4130 CPU @ 3.40GHz,GenuineIntel,206,000306C3
B8201292,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B8201567-OLD,Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,GenuineIntel,206,000506E3
B8201336,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,GenuineIntel,206,000206A7
B8201370--OLD,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B8201260,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B8201398-OLD,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B8201876,Intel(R) Core(TM) i3-4130 CPU @ 3.40GHz,GenuineIntel,206,000306C3
B5308014,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B8201262,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B6640411,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B6601291,Intel(R) Core(TM) i3-4130 CPU @ 3.40GHz,GenuineIntel,206,000306C3
B8201905,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B8201408-OLD,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B6690413,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B8301285,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,GenuineIntel,205,000406E3
B8201089-OLD,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B6640898,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
WFS0684A,Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz,GenuineIntel,2,000306F2
WFS0684A,Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz,GenuineIntel,2,000306F2
WFS0685A,Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz,GenuineIntel,2,000306F2
WFS0685A,Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz,GenuineIntel,2,000306F2
B3401799,Intel(R) Core(TM) i5-6400T CPU @ 2.20GHz,GenuineIntel,205,000506E3
B3501679,Intel(R) Core(TM) i5-8600T CPU @ 2.30GHz,GenuineIntel,205,000906EA
B3501697,Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz,GenuineIntel,206,000406E3
B5466019-OLD,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B3401836,Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz,GenuineIntel,206,000406E3
B6641437,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B5308017,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B6690403,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B3501677,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz,GenuineIntel,198,000806EA
B3501870-OLD,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B3501923,Intel(R) Core(TM) i3-4100M CPU @ 2.50GHz,GenuineIntel,206,000306C3
B5854821,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B4501058,Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz,GenuineIntel,191,0001067A
B5569097,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,GenuineIntel,205,000306A9
B5569102,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,GenuineIntel,205,000306A9
B5569074,Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,GenuineIntel,206,000206A7
B4701065,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,GenuineIntel,205,000306A9
B5569085,Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,GenuineIntel,206,000206A7
B5569078,Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,GenuineIntel,206,000206A7
B5569095,Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,GenuineIntel,206,000206A7
B3601031-OLD,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
OLD-B5854256,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5398004,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,GenuineIntel,205,000406E3
B5569072,Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,GenuineIntel,206,000206A7
B4501162,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B5569094,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,GenuineIntel,205,000306A9
B4501124,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B5569075,Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,GenuineIntel,206,000206A7
B5569079,Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,GenuineIntel,206,000206A7
B4501126,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B5569091,Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz,GenuineIntel,205,000206A7
B4501117,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B5569076,Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,GenuineIntel,206,000206A7
B4701076,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,GenuineIntel,205,000306A9
B4501225,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B5569031,Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz,GenuineIntel,205,000306A9
B5569006,Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,GenuineIntel,206,000206A7
B4501161,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B4701074,Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,GenuineIntel,206,000206A7
B5569092,Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,GenuineIntel,206,000206A7
B4701067,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,GenuineIntel,205,000306A9
B5569098,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,GenuineIntel,205,000306A9
B5569084,Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,GenuineIntel,206,000206A7
B3601299,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B5569030,Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz,GenuineIntel,205,000306A9
B5854340-OLD,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B5949064,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B3801350-OLD,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B3801327,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B7601543,Intel(R) Core(TM) i3-4130 CPU @ 3.40GHz,GenuineIntel,206,000306C3
B6601174,Intel(R) Core(TM) i5-4200U CPU @ 1.60GHz,GenuineIntel,205,00040651
B5595240-OLD,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B5595196,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B5595082-OLD,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B5489244OLD,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,GenuineIntel,205,000406E3
B5561362,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,GenuineIntel,205,000406E3
B7601003,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,GenuineIntel,205,000406E3
B5561361,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,GenuineIntel,205,000406E3
B5561363,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,GenuineIntel,205,000406E3
B5561364,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,GenuineIntel,205,000406E3
B5495902,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5564003-OLD,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B5958004OLD,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5472689,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5444004,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B5905001,Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz,GenuineIntel,191,0001067A
B5473212,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B3601227,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5436011-OLD,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B3601211,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5999008-OLD,Intel(R) Xeon(R) CPU E3-1276 v3 @ 3.60GHz,GenuineIntel,179,000306C3
B5170009-OLD,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B5462207,Intel(R) Xeon(R) CPU E3-1275 v5 @ 3.60GHz,GenuineIntel,179,000506E3
B6641457-OLD,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,GenuineIntel,205,000406E3
B8301295,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,GenuineIntel,205,000406E3
B5462218,Intel(R) Xeon(R) CPU E3-1275 v5 @ 3.60GHz,GenuineIntel,179,000506E3
B5940015-OLD,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5996013-OLD,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B5941014,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,GenuineIntel,206,000306C3
B5462216,Intel(R) Xeon(R) CPU E3-1275 v5 @ 3.60GHz,GenuineIntel,179,000506E3
B5520016,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B5462217,Intel(R) Xeon(R) CPU E3-1275 v5 @ 3.60GHz,GenuineIntel,179,000506E3
B5495815,Intel(R) Core(TM) i7-4702MQ CPU @ 2.20GHz,GenuineIntel,198,000306C3
B5569068,Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,GenuineIntel,206,000206A7
B5569093,Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz,GenuineIntel,206,000206A7
B5540427,Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz,GenuineIntel,1,000206C2
B5540633,Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz,GenuineIntel,1,000206C2
B5540653,Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz,GenuineIntel,1,000206C2
B5540640,Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz,GenuineIntel,1,000206C2
B5540631,Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz,GenuineIntel,1,000206C2
B5540634,Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz,GenuineIntel,1,000206C2
B5540638,Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz,GenuineIntel,1,000206C2
B5541170,Intel(R) Core(TM) i3-3220 CPU @ 3.30GHz,GenuineIntel,206,000306A9
B5587010-OLD,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B5404018,Intel(R) Xeon(R) CPU E3-1276 v3 @ 3.60GHz,GenuineIntel,179,000306C3
B5181011-OLD,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B5400007,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5137007,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B5406004,Intel(R) Core(TM) i3-4100M CPU @ 2.50GHz,GenuineIntel,206,000306C3
B5569066,Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz,GenuineIntel,205,000206A7
B5481017,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B4311001,Intel(R) Xeon(R) CPU E3-1276 v3 @ 3.60GHz,GenuineIntel,179,000306C3
B5836003,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,GenuineIntel,206,000306C3
B5353006,Intel(R) Core(TM) i3-4100M CPU @ 2.50GHz,GenuineIntel,206,000306C3
B5794004-OLD,Intel(R) Core(TM) i5-4200U CPU @ 1.60GHz,GenuineIntel,205,00040651
B5034010-OLD,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B5142006-OLD,Intel(R) Core(TM) i3-4100M CPU @ 2.50GHz,GenuineIntel,206,000306C3
B5887110-OLD,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B5498020-OLD,Intel(R) Core(TM) i3-4100M CPU @ 2.50GHz,GenuineIntel,206,000306C3
B5691004-OLD,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B5471458,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5474131,Intel(R) Xeon(R) CPU E3-1276 v3 @ 3.60GHz,GenuineIntel,179,000306C3
B5462224,Intel(R) Xeon(R) CPU E3-1275 v5 @ 3.60GHz,GenuineIntel,179,000506E3
B5402023,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B5462125,Intel(R) Xeon(R) CPU E3-1275 v5 @ 3.60GHz,GenuineIntel,179,000506E3
B5462225,Intel(R) Xeon(R) CPU E3-1275 v5 @ 3.60GHz,GenuineIntel,179,000506E3
B5451927-OLD,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5592023,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B5884023,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B5495924,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5407026,Intel(R) Xeon(R) CPU E3-1276 v3 @ 3.60GHz,GenuineIntel,179,000306C3
B5462023,Intel(R) Xeon(R) CPU E3-1275 v5 @ 3.60GHz,GenuineIntel,179,000506E3
B5540636,Intel(R) Xeon(R) CPU E3-1276 v3 @ 3.60GHz,GenuineIntel,179,000306C3
B5476434,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5495936OLD,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B5495934,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5462233,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B8090036,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5462237,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B5813438-OLD,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B5841039-OLD,Intel(R) Core(TM) i5-4200U CPU @ 1.60GHz,GenuineIntel,205,00040651
B5850033-OLD,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5466032,Intel(R) Core(TM) i7-4712MQ CPU @ 2.30GHz,GenuineIntel,198,000306C3
B5872034-OLD,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B5462236,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,GenuineIntel,205,000306C3
B3601316-OLD,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,GenuineIntel,205,000306D4
B8301299,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,GenuineIntel,205,000406E3
B8301298,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,GenuineIntel,205,000406E3
